central,central,santral,zentral,central,وسط,본부,центральный
century,siglo,syèk,Jahrhundert,siècle,قرن,세기,век
CEO,CEO,CEO,CEO,PDG,المدير التنفيذي,최고 경영자,Генеральный директор
ceremony,ceremonia,seremoni,Zeremonie,cérémonie,احتفال,의식,церемония
certain,cierto,sèten,bestimmt,certain,تأكيد,확실한,определенный
certainly,ciertamente,sètènman,sicherlich,certainement,بالتأكيد,틀림없이,конечно
chain,cadena,chèn,Kette,chaîne,سلسلة,체인,цепь
chair,silla,chèz,Stuhl,chaise,كرسي,의자,стул
chairman,presidente,prezidan,Vorsitzende,président,رئيس,의장,председатель
challenge,desafío,defi,Herausforderung,défi,تحدي,도전,испытание
chamber,cámara,chanm,Kammer,chambre,غرفة,방,камера
champion,campeón,chanpyon,Champion,champion,بطل,챔피언,чемпион
championship,campeonato,chanpyona,Meisterschaft,championnat,بطولة,선수권 대회,чемпионат
chance,oportunidad,chans,Chance,chance,فرصة,가능성,шанс
change,cambiar,chanje,ändern,changement,يتغير,변화,изменять
changing,cambiando,chanje,Ändern,en changeant,تغيير,바꾸다,изменение
channel,canal,chanèl,Kanal,canal,قناة,채널,канал
chapter,capítulo,chapit,Kapitel,chapitre,الفصل,장,глава
character,personaje,karaktè,Charakter,personnage,شخصية,성격,характер
characteristic,característica,karakteristik,charakteristisch,caractéristique,صفة مميزة,특성,характеристика
characterize,caracterizar,karakterize,charakterisieren,caractériser,تميز,특성화하다,характеризовать
charge,cargar,chaj,Aufladung,charge,تكلفة,요금,заряжать
charity,caridad,charite,Wohltätigkeit,charité,صدقة,자선 단체,благотворительность
chart,cuadro,tablo,Diagramm,graphique,جدول,차트,диаграмма
chase,perseguir,kouri dèyè,Verfolgungsjagd,chasse,يطارد,뒤쫓다다,гнаться
cheap,barato,bon mache,billig,bon marché,رخيص,값이 싼,дешевый
check,controlar,tcheke,überprüfen,vérifier,يفحص,확인하다,проверять
cheek,mejilla,machwè,Wange,joue,خدّ,볼,щека
cheese,queso,fwomaj,Käse,fromage,جبنه,치즈,сыр
chef,cocinero,chef,Koch,chef,طاه,요리사,повар
chemical,químico,chimik,chemisch,chimique,المواد الكيميائية,화학적인,химический
chest,pecho,pwatrin,Brust,poitrine,صدر,가슴,грудь
chicken,pollo,poul,Huhn,poulet,فرخة,닭,курица
chief,jefe,chèf,Chef,chef,رئيس,셰프,главный
child,niño,pitit,Kind,enfant,طفل,어린이,ребенок
childhood,infancia,anfans,Kindheit,enfance,طفولة,어린 시절,детство
Chinese,Chino,Chinwa,Chinesisch,Chinois,صينى,중국인,Китайский
chip,chip,chip,Chip,ébrécher,رقاقة,칩,чип
chocolate,chocolate,chokola,Schokolade,chocolat,شوكولاتة,초콜릿,шоколад
choice,elección,chwa,Auswahl,choix,خيار,선택,выбор
cholesterol,colesterol,kolestewòl,Cholesterin,cholestérol,الكوليسترول,콜레스테롤,холестерин
choose,elegir,chwazi,wählen,choisir,يختار,선택하다,выбирать
Christian,cristiano,Kretyen,Christian,Christian,مسيحي,신자,христианин
Christmas,Navidad,Nwèl,Weihnachten,Noël,عيد الميلاد,크리스마스,Рождество
church,iglesia,legliz,Kirche,église,كنيسة,교회,церковь
cigarette,cigarrillo,sigarèt,Zigarette,cigarette,سيجارة,담배,сигарета
circle,círculo,sèk,Kreis,cercle,دائرة,원,круг
circumstance,circunstancia,sikonstans,Umstand,circonstance,ظرف,상황,обстоятельство
cite,citar,site,zitieren,citer,استشهد,인용하다,цитировать
citizen,ciudadano,sitwayen,Bürger,citoyen,مواطن,시민,гражданин
city,ciudad,vil la,Stadt,ville,مدينة,도시,город
civil,civil,sivil,bürgerlich,civil,مدني,예의 바른,гражданский
civilian,civil,sivil,Zivilist,civil,مدني,일반 민간인,гражданский
claim,afirmar,reklamasyon,beanspruchen,réclamer,مطالبة,주장하다,требовать
class,clase,klas,Klasse,classe,فصل,수업,сорт
classic,clásico,klasik,klassisch,classique,كلاسيكي,권위 있는,классический
classroom,aula,salklas,Klassenzimmer,Salle de classe,قاعة الدراسة,교실,класс
clean,limpio,pwòp,sauber,faire le ménage,ينظف,깨끗한,чистый
clear,claro,klè,klar,clair,واضح,분명한,прозрачный
clearly,claramente,klèman,deutlich,clairement,بوضوح,분명히,четко
client,cliente,kliyan,Klient,client,عميل,고객,клиент
climate,clima,klima,Klima,climat,مناخ,기후,климат
climb,trepar,monte,steigen,grimper,تسلق,오르다,взбираться
clinic,clínica,klinik,Klinik,clinique,عيادة,진료소,клиника
clinical,clínico,klinik,klinisch,clinique,مرضي,객관적인,клинический
clock,reloj,revèy,Uhr,horloge,ساعة,시계,Часы
close,cerca,fèmen,schließen,fermer,يغلق,닫다,закрывать
closely,cercanamente,byen,eng,étroitement,بعناية,면밀히,внимательно
closer,cerca,pi pre,näher,plus proche,أقرب,더 가까이,ближе
clothes,ropa,rad,Kleidung,vêtements,ملابس,옷,одежда
clothing,ropa,rad,Kleidung,vêtements,ملابس,의류,одежда
cloud,nube,nwaj,Wolke,nuage,سحاب,구름,облако
club,club,klib,Verein,club,النادي,클럽,клуб
clue,clave,siy,Hinweis,indice,فكرة,단서,зацепка
cluster,grupo,grap,Cluster,grappe,تَجَمَّع,무리,кластер
coach,entrenador,antrenè,Trainer,entraîneur,مدرب,코치,тренер
coal,carbón,chabon,Kohle,charbon,فحم,석탄,уголь
coalition,coalición,kowalisyon,Koalition,coalition,الائتلاف,연합,коалиция
coast,costa,kòt,Küste,côte,ساحل,해안,побережье
coat,abrigo,rad,Mantel,manteau,معطف,코트,пальто
code,código,kòd,Code,code,شفرة,암호,код
coffee,café,kafe,Kaffee,café,قهوة,커피,кофе
cognitive,cognitivo,mantal,kognitiv,cognitif,ذهني,인지,познавательный
cold,frío,frèt,kalt,froid,بارد,추운,холодный
collapse,colapsar,tonbe,Zusammenbruch,effondrement,ينهار,무너지다,крах
colleague,colega,kòlèg,Kollege,collègue,زميل,동료,коллега
collect,recolectar,kolekte,sammeln,collecter,يجمع,모으다,собирать
collection,recopilación,koleksyon,Sammlung,collection,مجموعة,수집,коллекция
collective,colectivo,kolektif,kollektiv,collectif,جماعي,집단,коллектив
college,colega,kolèj,Hochschule,collège,كلية,대학,колледж
colonial,colonial,kolonyal,kolonial,colonial,الاستعماري,식민지 주민,колониальный
color,color,koulè,Farbe,couleur,لون,색상,цвет
column,columna,kolòn,Spalte,colonne,عمود,열,столбец
combination,combinación,konbinezon,Kombination,combinaison,مزيج,콤비네이션,комбинация
combine,combinar,konbine,kombinieren,combiner,يجمع,결합하다,объединить
come,venir,vini,kommen,viens,يأتي,오다,приходить
comedy,comedia,komedyen,Komödie,comédie,كوميديا,코메디,комедия
comfort,comodidad,konfò,Komfort,confort,راحة,편안,комфорт
comfortable,cómodo,konfòtab,komfortabel,confortable,مريح,편안한,комфортный
command,dominio,kòmandman,Befehl,commande,يأمر,명령,команда
commander,comandante,kòmandan,Kommandant,le commandant,القائد,사령관,командир
comment,comentario,kòmantè,Kommentar,commentaire,تعليق,논평,комментарий
commercial,comercial,komèsyal,kommerziell,commercial,تجاري,광고,коммерческий
commission,comisión,komisyon,Kommission,commission,عمولة,수수료,комиссия
commit,comprometerse,komèt,begehen,commettre,يقترف,저지르다,совершить
commitment,compromiso,angajman,Engagement,engagement,التزام,약속,обязательство
committee,comité,komite,Ausschuss,Comité,لجنة,위원회,комитет
common,común,komen,gemeinsam,commun,شائع,흔한,общий
communicate,comunicar,kominike,kommunizieren,communiquer,يتواصل,의사소통하다,общаться
communication,comunicación,kominikasyon,Kommunikation,communication,تواصل,의사소통,коммуникация
community,comunidad,kominote,Gemeinschaft,communauté,مجتمع,지역 사회,сообщество
company,compañía,konpayi,Unternehmen,entreprise,شركة,회사,компания
compare,comparar,konpare,vergleichen,comparer,يقارن,비교하다,сравнивать
comparison,comparación,konparezon,Vergleich,comparaison,مقارنة,비교,сравнение
compete,competir,konpetisyon,wetteifern,rivaliser,تنافس,경쟁하다,конкурировать
competition,competencia,konpetisyon,Wettbewerb,concours,مسابقة,경쟁,соревнование
competitive,competitivo,konpetitif,wettbewerbsfähig,compétitif,تنافسي,경쟁력 있는,конкурентоспособный
competitor,competidor,konkiran,Wettbewerber,concurrent,منافس,경쟁자,конкурент
complain,quejarse,plenyen,beschweren,se plaindre,يشتكي,불평하다,жаловаться
complaint,queja,plent,Beschwerde,plainte,شكوى,불평,жалоба
complete,completo,konplè,vollständig,complet,مكتمل,완벽한,полный
completely,completamente,konplètman,vollständig,complètement,بالكامل,완전히,полностью
complex,complejo,konplèks,Komplex,complexe,معقد,복잡한,сложный
complicated,complicado,konplike,kompliziert,compliqué,معقد,복잡한,сложный
component,componente,eleman,Komponente,composant,عنصر,요소,компонент
compose,componer,konpoze,komponieren,composer,مؤلف موسيقى,구성하다,сочинять
composition,composición,konpozisyon,Komposition,composition,تعبير,구성,состав
comprehensive,integral,konplè,umfassend,complet,شامل,포괄적인,всесторонний
computer,computadora,òdinatè,Computer,ordinateur,حاسوب,컴퓨터,компьютер
concentrate,concentrarse,konsantre,konzentrieren,se concentrer,يركز,집중하다,сконцентрироваться
concentration,concentración,konsantrasyon,Konzentration,concentration,تركيز,집중,концентрация
concept,concepto,konsèp,Konzept,concept,مفهوم,개념,концепция
concern,inquietud,enkyetid,Sorge,préoccupation,هَم,우려,беспокойство
concerned,preocupado,konsène,betroffen,concerné,قلقان,관심 있는,обеспокоенный
concert,concierto,konsè,Konzert,concert,حفلة موسيقية,콘서트,концерт
conclude,concluir,konkli,daraus schließen,conclure,نستنتج,끝내다,заключать
conclusion,conclusión,konklizyon,Abschluss,conclusion,خاتمة,결론,заключение
concrete,concreto,konkrè,Beton,béton,أسمنت,콘크리트,конкретный
condition,condición,kondisyon,Zustand,condition,حالة,상태,состояние
conduct,conducta,konduit,Benehmen,conduire,سلوك,지휘하다,руководить
conference,conferencia,konferans,Konferenz,conférence,مؤتمر,회의,конференция
confidence,confianza,konfyans,Vertrauen,confiance,ثقة,신뢰,уверенность
confident,seguro,konfyans,zuversichtlich,confiant,واثق,자신감,уверенный
confirm,confirmar,konfime,bestätigen,confirmer,يتأكد,확인하다,подтверждать
conflict,conflicto,konfli,Konflikt,conflit,صراع,갈등,конфликт
confront,confrontar,konfwonte,konfrontieren,affronter,مواجهة,직면하다,противостоять
confusion,confusión,konfizyon,Verwirrung,confusion,ارتباك,착란,путаница
Congress,Congreso,Kongrè a,Kongress,Congrès,الكونجرس,회의,Конгресс
congressional,del congreso,kongrè a,Kongress-,Congrès,الكونجرس,의회,Конгресс
connect,conectar,konekte,verbinden,connecter,يتصل,연결하다,соединять
connection,conexión,koneksyon,Verbindung,connexion,اتصال,연결,связь
consciousness,conciencia,konsyans,Bewusstsein,conscience,الوعي,의식,сознание
consensus,consenso,konsansis,Konsens,consensus,إجماع,의견 일치,консенсус
consequence,consecuencia,konsekans,Folge,conséquence,عاقبة,결과,последствие
conservative,conservador,konsèvatif,konservativ,conservateur,محافظ,보수적인,консервативный
consider,considerar,konsidere,halten,considérer,يعتبر,고려하다,учитывать
considerable,considerable,konsiderab,beträchtlich,considérable,ضخم,많은,значительный
consideration,consideración,konsiderasyon,Rücksichtnahme,considération,اعتبار,고려 사항,рассмотрение
consist,consistir,konpoze,bestehen,consister,تتكون,이루어져 있다,состоять
consistent,coherente,konsistan,konsistent,cohérent,ثابت,일관된,последовательный
constant,constante,konstan,Konstante,constante,ثابت,끊임없는,постоянный
constantly,constantemente,toujou ap,ständig,en permanence,باستمرار,끊임없이,постоянно
