Canadian,canadiense,Kanadyen,kanadisch,canadien,kanadiun,kaenada salam,Kanadskiy
cancer,cáncer,kansè,Krebs,cancer,saratan,am,rak
candidate,candidato,kandida,Kandidat,candidat,murashshah,huboja,kandidat
cap,gorra,bouchon,Deckel,casquette,qubea,kaeb,kepka
capability,capacidad,kapasite,Fähigkeit,aptitude,al'iimkania,neunglyeog,sposobnost'
capable,capaz,kapab,fähig,capable,qadir,yuneunghan,sposobnyy
capacity,capacidad,kapasite,Kapazität,capacité,saea,yonglyang,yemkost'
capital,capital,kapital,Hauptstadt,capital,easima,sudo,kapital
captain,capitán,kapitènn,Kapitän,capitaine,qayid almuntakhab,seonjang,kapitan
capture,captura,kaptire,erfassen,capturer,yasir,pochag,zakhvatyvat'
car,auto,machin,Auto,voiture,sayaara,jadongcha,mashina
carbon,carbón,kabòn,Kohlenstoff,carbone,karbun,tanso,uglerod
card,tarjeta,kat,Karte,carte,bitaqa,kadeu,karta
care,cuidado,swen,Pflege,se soucier,rieaya,keeo,Zabota
career,carrera,karyè,Karriere,carrière,hayat mihnia,jig-eob,kar'yera
careful,cuidadoso,atansyon,vorsichtig,prudent,hadhar,juui gip-eun,ostorozhnyy
carefully,con cuidado,ak anpil atansyon,sorgfältig,soigneusement,bihirs,juuihayeo,ostorozhno
carrier,transportador,konpayi asirans,Träger,transporteur,alnaaqil,damche,perevozchik
carry,llevar,pote,tragen,porter,yahmil,naleuda,nesti
case,caso,ka,Fall,cas,qadia,salye,sluchay
cash,dinero,lajan kach,Kasse,espèces,naqdi,hyeongeum,nalichnyye
cast,elenco,jete,gießen,casting,yaqdhif,gibseu,brosat'
cat,gato,chat,Katze,chat,qita,goyang-i,kot
catch,atrapar,trape,fangen,attraper,yumsik,jabda,lovit'
category,categoría,kategori,Kategorie,catégorie,fia,beomju,kategoriya
Catholic,católico,Katolik,katholisch,catholique,kathulikiun,gatollig,katolik
cause,causa,koz,Ursache,cause,sabab,won-in,prichina
ceiling,techo,plafon,Decke,plafond,saqf,cheonjang,potolok
celebrate,celebrar,selebre,feiern,célébrer,aihtafal,chughahada,prazdnovat'
celebration,celebracion,selebrasyon,Feier,fête,aihtifal,chugha,prazdnik
celebrity,celebridad,selebrite,Berühmtheit,célébrité,najah kabir,yumyeong insa,znamenitost'
cell,celúla,selil,Zelle,cellule,khalia,sel,kletka
center,centro,sant,Center,centre,markaz,senteo,tsentr
central,central,santral,zentral,central,wasat,bonbu,tsentral'nyy
century,siglo,syèk,Jahrhundert,siècle,qarn,segi,vek
CEO,CEO,CEO,CEO,PDG,almudir altanfidhiu,choego gyeong-yeongja,General'nyy direktor
ceremony,ceremonia,seremoni,Zeremonie,cérémonie,aihtifal,uisig,tseremoniya
certain,cierto,sèten,bestimmt,certain,takid,hwagsilhan,opredelennyy
certainly,ciertamente,sètènman,sicherlich,certainement,bialtaakid,teullim-eobs-i,konechno
chain,cadena,chèn,Kette,chaîne,silsila,chein,tsep'
chair,silla,chèz,Stuhl,chaise,kursiun,uija,stul
chairman,presidente,prezidan,Vorsitzende,président,rayiys,uijang,predsedatel'
challenge,desafío,defi,Herausforderung,défi,tahadiy,dojeon,ispytaniye
chamber,cámara,chanm,Kammer,chambre,ghurfa,bang,kamera
champion,campeón,chanpyon,Champion,champion,batal,chaempieon,chempion
championship,campeonato,chanpyona,Meisterschaft,championnat,butula,seonsugwon daehoe,chempionat
chance,oportunidad,chans,Chance,chance,fursa,ganeungseong,shans
change,cambiar,chanje,ändern,changement,yataghayar,byeonhwa,izmenyat'
changing,cambiando,chanje,Ändern,en changeant,taghyir,bakkuda,izmeneniye
channel,canal,chanèl,Kanal,canal,qanaa,chaeneol,kanal
chapter,capítulo,chapit,Kapitel,chapitre,alfasl,jang,glava
character,personaje,karaktè,Charakter,personnage,shakhsia,seong-gyeog,kharakter
characteristic,característica,karakteristik,charakteristisch,caractéristique,sifat mumayaza,teugseong,kharakteristika
characterize,caracterizar,karakterize,charakterisieren,caractériser,tamayaz,teugseonghwahada,kharakterizovat'
charge,cargar,chaj,Aufladung,charge,taklifa,yogeum,zaryazhat'
charity,caridad,charite,Wohltätigkeit,charité,sadaqa,jaseon danche,blagotvoritel'nost'
chart,cuadro,tablo,Diagramm,graphique,jadwal,chateu,diagramma
chase,perseguir,kouri dèyè,Verfolgungsjagd,chasse,yutarid,dwijjochdada,gnat'sya
cheap,barato,bon mache,billig,bon marché,rakhis,gabs-i ssan,deshevyy
check,controlar,tcheke,überprüfen,vérifier,yafhas,hwag-inhada,proveryat'
cheek,mejilla,machwè,Wange,joue,khd,bol,shcheka
cheese,queso,fwomaj,Käse,fromage,jubnuh,chijeu,syr
chef,cocinero,chef,Koch,chef,tah,yolisa,povar
chemical,químico,chimik,chemisch,chimique,almawadu alkimyayiya,hwahagjeog-in,khimicheskiy
chest,pecho,pwatrin,Brust,poitrine,sadar,gaseum,grud'
chicken,pollo,poul,Huhn,poulet,farkha,dalg,kuritsa
chief,jefe,chèf,Chef,chef,rayiys,syepeu,glavnyy
child,niño,pitit,Kind,enfant,tifl,eolin-i,rebenok
childhood,infancia,anfans,Kindheit,enfance,tufula,eolin sijeol,detstvo
Chinese,Chino,Chinwa,Chinesisch,Chinois,sinaa,jung-gug-in,Kitayskiy
chip,chip,chip,Chip,ébrécher,raqaqa,chib,chip
chocolate,chocolate,chokola,Schokolade,chocolat,shwkulata,chokollis,shokolad
choice,elección,chwa,Auswahl,choix,khiar,seontaeg,vybor
cholesterol,colesterol,kolestewòl,Cholesterin,cholestérol,alkulistrul,kolleseutelol,kholesterin
choose,elegir,chwazi,wählen,choisir,yakhtar,seontaeghada,vybirat'
Christian,cristiano,Kretyen,Christian,Christian,masihiun,sinja,khristianin
Christmas,Navidad,Nwèl,Weihnachten,Noël,eid almilad,keuliseumaseu,Rozhdestvo
church,iglesia,legliz,Kirche,église,kanisa,gyohoe,tserkov'
cigarette,cigarrillo,sigarèt,Zigarette,cigarette,sijara,dambae,sigareta
circle,círculo,sèk,Kreis,cercle,dayira,won,krug
circumstance,circunstancia,sikonstans,Umstand,circonstance,zarf,sanghwang,obstoyatel'stvo
cite,citar,site,zitieren,citer,austushhid,in-yonghada,tsitirovat'
citizen,ciudadano,sitwayen,Bürger,citoyen,muatin,simin,grazhdanin
city,ciudad,vil la,Stadt,ville,madina,dosi,gorod
civil,civil,sivil,bürgerlich,civil,madaniun,yeui baleun,grazhdanskiy
civilian,civil,sivil,Zivilist,civil,madaniun,ilban mingan-in,grazhdanskiy
claim,afirmar,reklamasyon,beanspruchen,réclamer,mutaliba,jujanghada,trebovat'
class,clase,klas,Klasse,classe,fasl,sueob,sort
classic,clásico,klasik,klassisch,classique,kilasikiun,gwon-wi issneun,klassicheskiy
classroom,aula,salklas,Klassenzimmer,Salle de classe,qaeat aldirasa,gyosil,klass
clean,limpio,pwòp,sauber,faire le ménage,yunazaf,kkaekkeushan,chistyy
clear,claro,klè,klar,clair,wadih,bunmyeonghan,prozrachnyy
clearly,claramente,klèman,deutlich,clairement,biwuduh,bunmyeonghi,chetko
client,cliente,kliyan,Klient,client,eamil,gogaeg,kliyent
climate,clima,klima,Klima,climat,munakh,gihu,klimat
climb,trepar,monte,steigen,grimper,tasaluq,oleuda,vzbirat'sya
clinic,clínica,klinik,Klinik,clinique,eiada,jinlyoso,klinika
clinical,clínico,klinik,klinisch,clinique,murdi,gaeggwanjeog-in,klinicheskiy
clock,reloj,revèy,Uhr,horloge,saea,sigye,Chasy
close,cerca,fèmen,schließen,fermer,yughlaq,dadda,zakryvat'
closely,cercanamente,byen,eng,étroitement,bieinaya,myeonmilhi,vnimatel'no
closer,cerca,pi pre,näher,plus proche,aqrab,deo gakkai,blizhe
clothes,ropa,rad,Kleidung,vêtements,malabis,os,odezhda
clothing,ropa,rad,Kleidung,vêtements,malabis,uilyu,odezhda
cloud,nube,nwaj,Wolke,nuage,sahab,guleum,oblako
club,club,klib,Verein,club,alnaadi,keulleob,klub
clue,clave,siy,Hinweis,indice,fikra,danseo,zatsepka
cluster,grupo,grap,Cluster,grappe,tajammae,muli,klaster
coach,entrenador,antrenè,Trainer,entraîneur,mudarib,kochi,trener
coal,carbón,chabon,Kohle,charbon,fahm,seogtan,ugol'
coalition,coalición,kowalisyon,Koalition,coalition,alaitilaf,yeonhab,koalitsiya
coast,costa,kòt,Küste,côte,sahil,haean,poberezh'ye
coat,abrigo,rad,Mantel,manteau,mietaf,koteu,pal'to
code,código,kòd,Code,code,shafra,amho,kod
coffee,café,kafe,Kaffee,café,qahwa,keopi,kofe
cognitive,cognitivo,mantal,kognitiv,cognitif,dhihni,inji,poznavatel'nyy
cold,frío,frèt,kalt,froid,barid,chuun,kholodnyy
collapse,colapsar,tonbe,Zusammenbruch,effondrement,yanhar,muneojida,krakh
colleague,colega,kòlèg,Kollege,collègue,zamil,donglyo,kollega
collect,recolectar,kolekte,sammeln,collecter,yajmae,mo-euda,sobirat'
collection,recopilación,koleksyon,Sammlung,collection,majmuea,sujib,kollektsiya
collective,colectivo,kolektif,kollektiv,collectif,jamaeiun,jibdan,kollektiv
college,colega,kolèj,Hochschule,collège,kuliya,daehag,kolledzh
colonial,colonial,kolonyal,kolonial,colonial,aliastiemariu,sigminji jumin,kolonial'nyy
color,color,koulè,Farbe,couleur,lawn,saegsang,tsvet
column,columna,kolòn,Spalte,colonne,eamuwd,yeol,stolbets
combination,combinación,konbinezon,Kombination,combinaison,mazij,kombineisyeon,kombinatsiya
combine,combinar,konbine,kombinieren,combiner,yajmae,gyeolhabhada,"ob""yedinit'"
come,venir,vini,kommen,viens,yati,oda,prikhodit'
comedy,comedia,komedyen,Komödie,comédie,kumidia,komedi,komediya
comfort,comodidad,konfò,Komfort,confort,raha,pyeon-an,komfort
comfortable,cómodo,konfòtab,komfortabel,confortable,murih,pyeon-anhan,komfortnyy
command,dominio,kòmandman,Befehl,commande,yamur,myeonglyeong,komanda
commander,comandante,kòmandan,Kommandant,le commandant,alqayid,salyeong-gwan,komandir
comment,comentario,kòmantè,Kommentar,commentaire,taeliq,nonpyeong,kommentariy
commercial,comercial,komèsyal,kommerziell,commercial,tijari,gwang-go,kommercheskiy
commission,comisión,komisyon,Kommission,commission,eumula,susulyo,komissiya
commit,comprometerse,komèt,begehen,commettre,yaqtarif,jeojileuda,sovershit'
commitment,compromiso,angajman,Engagement,engagement,ailtizam,yagsog,obyazatel'stvo
committee,comité,komite,Ausschuss,Comité,lajna,wiwonhoe,komitet
common,común,komen,gemeinsam,commun,shayie,heunhan,obshchiy
communicate,comunicar,kominike,kommunizieren,communiquer,yatawasal,uisasotonghada,obshchat'sya
communication,comunicación,kominikasyon,Kommunikation,communication,tuasil,uisasotong,kommunikatsiya
community,comunidad,kominote,Gemeinschaft,communauté,mujtamae,jiyeog sahoe,soobshchestvo
company,compañía,konpayi,Unternehmen,entreprise,sharika,hoesa,kompaniya
compare,comparar,konpare,vergleichen,comparer,yuqarin,bigyohada,sravnivat'
comparison,comparación,konparezon,Vergleich,comparaison,muqarana,bigyo,sravneniye
compete,competir,konpetisyon,wetteifern,rivaliser,tanafas,gyeongjaenghada,konkurirovat'
competition,competencia,konpetisyon,Wettbewerb,concours,musabaqa,gyeongjaeng,sorevnovaniye
competitive,competitivo,konpetitif,wettbewerbsfähig,compétitif,tanafusi,gyeongjaenglyeog issneun,konkurentosposobnyy
competitor,competidor,konkiran,Wettbewerber,concurrent,munafis,gyeongjaengja,konkurent
complain,quejarse,plenyen,beschweren,se plaindre,yashtaki,bulpyeonghada,zhalovat'sya
complaint,queja,plent,Beschwerde,plainte,shakwaa,bulpyeong,zhaloba
complete,completo,konplè,vollständig,complet,muktamil,wanbyeoghan,polnyy
completely,completamente,konplètman,vollständig,complètement,bialkamil,wanjeonhi,polnost'yu
complex,complejo,konplèks,Komplex,complexe,mueaqad,bogjabhan,slozhnyy
complicated,complicado,konplike,kompliziert,compliqué,mueaqad,bogjabhan,slozhnyy
component,componente,eleman,Komponente,composant,eunsur,yoso,komponent
compose,componer,konpoze,komponieren,composer,mualif musiqaa,guseonghada,sochinyat'
composition,composición,konpozisyon,Komposition,composition,taebir,guseong,sostav
comprehensive,integral,konplè,umfassend,complet,shamil,pogwaljeog-in,vsestoronniy
computer,computadora,òdinatè,Computer,ordinateur,hasub,keompyuteo,komp'yuter
concentrate,concentrarse,konsantre,konzentrieren,se concentrer,yurakiz,jibjunghada,skontsentrirovat'sya
concentration,concentración,konsantrasyon,Konzentration,concentration,tarkiz,jibjung,kontsentratsiya
concept,concepto,konsèp,Konzept,concept,mafhum,gaenyeom,kontseptsiya
concern,inquietud,enkyetid,Sorge,préoccupation,ham,ulyeo,bespokoystvo
concerned,preocupado,konsène,betroffen,concerné,qaliqan,gwansim issneun,obespokoyennyy
concert,concierto,konsè,Konzert,concert,haflat musiqia,konseoteu,kontsert
conclude,concluir,konkli,daraus schließen,conclure,nastantij,kkeutnaeda,zaklyuchat'
conclusion,conclusión,konklizyon,Abschluss,conclusion,khatima,gyeollon,zaklyucheniye
concrete,concreto,konkrè,Beton,béton,asmant,konkeuliteu,konkretnyy
condition,condición,kondisyon,Zustand,condition,hala,sangtae,sostoyaniye
conduct,conducta,konduit,Benehmen,conduire,suluk,jihwihada,rukovodit'
conference,conferencia,konferans,Konferenz,conférence,mutamar,hoeui,konferentsiya
confidence,confianza,konfyans,Vertrauen,confiance,thiqa,sinloe,uverennost'
confident,seguro,konfyans,zuversichtlich,confiant,wathiq,jasingam,uverennyy
confirm,confirmar,konfime,bestätigen,confirmer,yata'akad,hwag-inhada,podtverzhdat'
conflict,conflicto,konfli,Konflikt,conflit,sirae,galdeung,konflikt
confront,confrontar,konfwonte,konfrontieren,affronter,muajahatan,jigmyeonhada,protivostoyat'
confusion,confusión,konfizyon,Verwirrung,confusion,artibak,chaglan,putanitsa
Congress,Congreso,Kongrè a,Kongress,Congrès,alkunjris,hoeui,Kongress
congressional,del congreso,kongrè a,Kongress-,Congrès,alkunjris,uihoe,Kongress
connect,conectar,konekte,verbinden,connecter,yatasil,yeongyeolhada,soyedinyat'
connection,conexión,koneksyon,Verbindung,connexion,aitisal,yeongyeol,svyaz'
consciousness,conciencia,konsyans,Bewusstsein,conscience,alwaey,uisig,soznaniye
consensus,consenso,konsansis,Konsens,consensus,iijmae,uigyeon ilchi,konsensus
consequence,consecuencia,konsekans,Folge,conséquence,eaqiba,gyeolgwa,posledstviye
conservative,conservador,konsèvatif,konservativ,conservateur,muhafiz,bosujeog-in,konservativnyy
consider,considerar,konsidere,halten,considérer,yuetabar,golyeohada,uchityvat'
considerable,considerable,konsiderab,beträchtlich,considérable,dakhm,manh-eun,znachitel'nyy
consideration,consideración,konsiderasyon,Rücksichtnahme,considération,aietibar,golyeo sahang,rassmotreniye
consist,consistir,konpoze,bestehen,consister,tatakawan,ilueojyeo issda,sostoyat'
consistent,coherente,konsistan,konsistent,cohérent,thabit,ilgwandoen,posledovatel'nyy
constant,constante,konstan,Konstante,constante,thabit,kkeunh-im-eobsneun,postoyannyy
constantly,constantemente,toujou ap,ständig,en permanence,biaistimrar,kkeunh-im-eobs-i,postoyanno
constitute,constituir,konstitye,bilden,constituer,tashakal,guseonghada,sostavlyayut
constitutional,constitucional,konstitisyonèl,verfassungsgemäß,constitutionnel,dusturi,heonbeobsang-ui,konstitutsionnyy
construct,construir,konstwi,bauen,construction,bina',geonseolhada,postroit'
construction,construcción,konstriksyon,Konstruktion,construction,bina',geonseol,stroitel'stvo
consultant,consultor,konsiltan,Berater,consultant,mustashar,keonseolteonteu,konsul'tant
consume,consumir,konsome,verbrauchen,consommer,tastahlik,sobihada,potreblyat'
consumer,consumidor,konsomatè,Verbraucher,consommateur,mustahlik,sobija,potrebitel'
consumption,consumo,konsomasyon,Verbrauch,consommation,astihlak,sobi,potrebleniye
contact,contacto,kontakte,Kontakt,contact,aitisal,yeonlaghada,kontakt
contain,contener,genyen,enthalten,contenir,yahtawi,pohamhada,soderzhat'
container,envase,veso,Container,récipient,hawia,keonteineo,konteyner
contemporary,contemporáneo,kontanporen,zeitgenössisch,contemporain,mueasir,hyeondaeui,sovremennyy
content,contenido,kontni,Inhalt,contenu,muhtawaa,kontencheu,soderzhaniye
contest,concurso,konkou,Wettbewerb,concours,munafasa,daehoe,konkurs
context,contexto,kontèks,Kontext,contexte,siaq,munmaeg,kontekst
continue,continuar,kontinye,weitermachen,continuer,yukmil,gyesoghada,prodolzhat'
continued,continuado,kontinye,Fortsetzung,a continué,wasalat,gyesogdoeneun,prodolzheniye
contract,contrato,kontra,Vertrag,contracter,euqid,gyeyag,dogovor
contrast,contraste,kontras,Kontrast,contraste,muqabala,chai,kontrast
contribute,contribuir,kontribye,beitragen,contribuer,yusahim,giyeohada,sposobstvovat'
contribution,contribución,kontribisyon,Beitrag,contribution,musahama,gibugeum,vklad
control,control,kontwòl,Kontrolle,contrôle,yatahakam,jeeo,kontrol'
controversial,controversial,kontwovèsyal,umstritten,controversé,jadali,nonlan-i manh-eun,spornyy
controversy,controversia,konfli,Kontroverse,controverse,aljadal,nonjaeng,polemika
convention,convención,konvansyon,Konvention,convention,mutamar,hyeob-yag,soglasheniye
conventional,convencional,konvansyonèl yo,konventionell,conventionnel,eadi,jeontongjeog-in,obshcheprinyatyy
conversation,conversación,konvèsasyon,Gespräch,conversation,muhadatha,daehwa,beseda
convert,convertir,konvèti,Konvertieren,convertir,yatahawal,jeonhwanhada,konvertirovat'
conviction,convicción,konviksyon,Überzeugung,conviction,aietiqad,hwagsin,ubezhdeniye
convince,convencer,konvenk,überzeugen,convaincre,yuqnie,hwagsinsikida,ubezhdat'
cook,cocinar,kwit manje,kochen,cuisiner,yatbakh,yolihada,gotovit'
cookie,Galleta,bonbon,Plätzchen,biscuit,biskawit,kuki,pechen'ye
cooking,cocinando,kwit manje,Kochen,cuisson,tabkh,yoli,Gotovka
cool,Frío,fre,Cool,cool,rayie,siwonhan,prokhladnyy
cooperation,cooperación,koperasyon,Zusammenarbeit,coopération,taeawun,hyeoblyeog,sotrudnichestvo
cop,policía,jandam,Polizist,flic,shurti,sungyeong,politseyskiy
cope,afrontar,fè fas,bewältigen,faire face,yatasdda,kopeu,spravlyat'sya
copy,Copiar,kopi,Kopieren,copie,yansakh,bogsa,kopirovat'
core,centro,nwayo,Kern,cœur,jawhar,haegsim,osnovnoy
corn,maíz,mayi,Mais,maïs,hubub dharatan,ogsusu,kukuruza
corner,esquina,kwen,Ecke,coin,rukn,moseoli,ugol
corporate,corporativo,antrepriz,Unternehmen,entreprise,sharikat kubraa,gieob,korporativnyy
corporation,corporación,sosyete,Konzern,société,mwssas,beob-in,korporatsiya
correct,correcto,kòrèk,richtig,correct,sahih,olh-eun,pravil'nyy
correspondent,corresponsal,korespondan,Korrespondent,correspondant,murasil,geolaecheo,korrespondent
cost,costo,pri,kosten,coût,yukalaf,biyong,raskhody
cotton,algodón,koton,Baumwolle,coton,qatan,myeon,khlopok
couch,sofá,kanape,Couch,canapé,arika,chimsang,divan
could,podría,te kapab,könnte,pourrait,astatae,~hal su iss-eossda,mog
council,concejo,konsèy,Rat,conseil,majlis,isahoe,sovet
counselor,consejero,konseye,Berater,conseiller,mustashar,chamsagwan,konsul'tant
count,contar,konte,zählen,compter,eadad,seda,schitat'
counter,encimera,kontwa,Schalter,comptoir,eadaad,kaunteo,prilavok
country,país,peyi,Land,pays,dawla,gugga,strana
county,condado,konte,Bezirk,comté,muqataea,gun,okrug
couple,pareja,koup,Paar,couple,zawj,keopeul,para
courage,coraje,kouraj,Mut,courage,shajaeatan,yong-gi,khrabrost'
course,curso,kou,Kurs,cours,dawra,gang-ui,kurs
court,corte,tribinal,Gericht,tribunal,mahkama,beob-won,sud
cousin,primo,kouzen,Cousin,cousin,abn eamin,sachon,dvoyurodnyy brat
cover,cubrir,kouvri,Abdeckung,couverture,ghita',ssuiuda,kryshka
coverage,cobertura,pwoteksyon,Abdeckung,couverture,taghtia,jeog-yong beom-wi,pokrytiye
cow,vaca,bèf,Kuh,vache,baqara,amso,korova
crack,grieta,krak,Riss,fissure,kasr,geum-i gada,treskat'sya
craft,artesanía,navèt,Handwerk,artisanat,hirfa,seonbag,remeslo
crash,chocar,aksidan,Absturz,accident,yatahatam,chungdol,krusheniye
crazy,loco,fou,verrückt,fou,majnun,michin,sumasshedshiy
cream,crema,krèm,Creme,crème,karim,keulim,krem
create,crear,kreye,erstellen,créer,yakhlaq,mandeulda,sozdavat'
creation,creación,kreyasyon,Schaffung,création,khalq,changjo,sozdaniye
creative,creativo,kreyatif,kreativ,créatif,mubdie,chang-uijeog-in,tvorcheskiy
creature,criatura,bèt,Kreatur,créature,makhluq,saengmul,sushchestvo
credit,crédito,kredi,Kredit,crédit,aitiman,sin-yong geolae,kredit
crew,multitud,ekipaj,Besatzung,équipage,taqim,seungmuwon,ekipazh
crime,delito,krim,Verbrechen,crime,jarima,beomjoe,prestupleniye
criminal,delincuente,kriminèl,kriminell,criminel,mujrim,beom-in,prestupnik
crisis,crisis,kriz,Krise,crise,musiba,wigi,krizis
criteria,criterios,kritè,Kriterien,critères,maeayir,gijun,kriterii
critic,crítico,kritik,Kritiker,critique,alnaaqid,bipyeong-ga,kritik
critical,crítico,kritik,kritisch,critique,shadid al'ahamiya,bipanjeog-in,kriticheskiy
criticism,crítica,kritik,Kritik,critique,naqd,bipan,kritika
criticize,criticar,kritike,kritisieren,critiquer,yantaqid,heumjabda,kritikovat'
